sourceid-year-oa,source_id,journal_name,parent_publisher,pub_year,oa_status,oecd_major,n_dois,apc_lower,apc_total
6831_2015_hybrid,6831,Dyes and Pigments,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,3300,2200
5358_2016_hybrid,5358,Comparative Immunology Microbiology and Infectious Diseases,Elsevier,2016,hybrid,AGRICULTURAL SCIENCES,0.666666667,3300,2200
24075_2018_hybrid,24075,Synthetic Metals,Elsevier,2018,hybrid,NATURAL SCIENCES,0.666666667,3300,2200
20744_2015_hybrid,20744,Progress in Nuclear Magnetic Resonance Spectroscopy,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,3300,2200
5358_2016_hybrid,5358,Comparative Immunology Microbiology and Infectious Diseases,Elsevier,2016,hybrid,NATURAL SCIENCES,0.666666667,3300,2200
24075_2017_hybrid,24075,Synthetic Metals,Elsevier,2017,hybrid,NATURAL SCIENCES,0.666666667,3300,2200
20744_2017_hybrid,20744,Progress in Nuclear Magnetic Resonance Spectroscopy,Elsevier,2017,hybrid,NATURAL SCIENCES,0.666666667,3300,2200
6831_2018_hybrid,6831,Dyes and Pigments,Elsevier,2018,hybrid,NATURAL SCIENCES,0.666666667,3300,2200
16948_2016_hybrid,16948,Materials Science & Engineering R-reports,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3300,1650
23138_2016_hybrid,23138,Solid State Nuclear Magnetic Resonance,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3300,1650
16948_2018_hybrid,16948,Materials Science & Engineering R-reports,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3300,1650
9147_2015_hybrid,9147,Geothermics,Elsevier,2015,hybrid,NATURAL SCIENCES,0.5,3300,1650
16948_2016_hybrid,16948,Materials Science & Engineering R-reports,Elsevier,2016,hybrid,NATURAL SCIENCES,0.5,3300,1650
11822_2017_hybrid,11822,International Journal of Food Science and Technology,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,0.5,3300,1650
11822_2017_hybrid,11822,International Journal of Food Science and Technology,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3300,1650
16948_2018_hybrid,16948,Materials Science & Engineering R-reports,Elsevier,2018,hybrid,NATURAL SCIENCES,0.5,3300,1650
23138_2018_hybrid,23138,Solid State Nuclear Magnetic Resonance,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3300,1650
9147_2015_hybrid,9147,Geothermics,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3300,1650
5544_2018_hybrid,5544,Computers & Structures,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3300,1650
23138_2015_hybrid,23138,Solid State Nuclear Magnetic Resonance,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,3300,1650
5544_2018_hybrid,5544,Computers & Structures,Elsevier,2018,hybrid,NATURAL SCIENCES,0.5,3300,1650
24075_2018_hybrid,24075,Synthetic Metals,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3300,1100
24075_2017_hybrid,24075,Synthetic Metals,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3300,1100
5358_2018_hybrid,5358,Comparative Immunology Microbiology and Infectious Diseases,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,0.333333333,3300,1100
6831_2015_hybrid,6831,Dyes and Pigments,Elsevier,2015,hybrid,NATURAL SCIENCES,0.333333333,3300,1100
20744_2017_hybrid,20744,Progress in Nuclear Magnetic Resonance Spectroscopy,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3300,1100
5358_2018_hybrid,5358,Comparative Immunology Microbiology and Infectious Diseases,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.333333333,3300,1100
20149_2017_hybrid,20149,Postharvest Biology and Technology,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.333333333,3300,1100
5358_2018_hybrid,5358,Comparative Immunology Microbiology and Infectious Diseases,Elsevier,2018,hybrid,NATURAL SCIENCES,0.333333333,3300,1100
20149_2016_hybrid,20149,Postharvest Biology and Technology,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.166666667,3300,550
20149_2016_gold,20149,Postharvest Biology and Technology,Elsevier,2016,gold,ENGINEERING AND TECHNOLOGY,0.166666667,3300,550
20149_2015_hybrid,20149,Postharvest Biology and Technology,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.166666667,3300,550
3019_2017_hybrid,3019,Behaviour Research and Therapy,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,14,3270,45780
14644_2015_hybrid,14644,Journal of Meteorological Research,Springer-Nature,2015,hybrid,NATURAL SCIENCES,66,3260,215160
15337_2015_hybrid,15337,Journal of Soil Science and Plant Nutrition,Springer-Nature,2015,hybrid,NATURAL SCIENCES,0.666666667,3260,2173.333333
15337_2015_hybrid,15337,Journal of Soil Science and Plant Nutrition,Springer-Nature,2015,hybrid,AGRICULTURAL SCIENCES,0.333333333,3260,1086.666667
15050_2015_gold,15050,Journal of Plant Interactions,Taylor & Francis,2015,gold,NATURAL SCIENCES,35,3250,113750
17729_2018_hybrid,17729,Molecular Microbiology,Wiley,2018,hybrid,NATURAL SCIENCES,28,3250,91000
9319_2015_gold,9319,Green Chemistry Letters and Reviews,Taylor & Francis,2015,gold,NATURAL SCIENCES,13.33333333,3250,43333.33333
19232_2018_hybrid,19232,Palaeontology,Wiley,2018,hybrid,NATURAL SCIENCES,12,3250,39000
21535_2018_hybrid,21535,Research Synthesis Methods,Wiley,2018,hybrid,NATURAL SCIENCES,12,3250,39000
7975_2018_hybrid,7975,European Journal of Medicinal Chemistry,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,11,3250,35750
19232_2017_hybrid,19232,Palaeontology,Wiley,2017,hybrid,NATURAL SCIENCES,11,3250,35750
4448_2018_hybrid,4448,Cellular Microbiology,Wiley,2018,hybrid,NATURAL SCIENCES,9,3250,29250
22660_2018_hybrid,22660,Sensors and Actuators A-physical,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,6,3250,19500
14980_2018_hybrid,14980,Journal of Pharmaceutical and Biomedical Analysis,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,5,3250,16250
14980_2018_hybrid,14980,Journal of Pharmaceutical and Biomedical Analysis,Elsevier,2018,hybrid,NATURAL SCIENCES,5,3250,16250
9319_2015_gold,9319,Green Chemistry Letters and Reviews,Taylor & Francis,2015,gold,ENGINEERING AND TECHNOLOGY,2.666666667,3250,8666.666667
4410_2017_gold,4410,Cell Death & Disease,Springer-Nature,2017,gold,NATURAL SCIENCES,618,3200,1977600
4410_2016_gold,4410,Cell Death & Disease,Springer-Nature,2016,gold,NATURAL SCIENCES,424,3200,1356800
6944_2018_gold,6944,EBioMedicine,Elsevier,2018,gold,MEDICAL AND HEALTH SCIENCES,368,3200,1177600
4410_2015_gold,4410,Cell Death & Disease,Springer-Nature,2015,gold,NATURAL SCIENCES,363,3200,1161600
17756_2018_hybrid,17756,MOLECULAR THERAPY-NUCLEIC ACIDS,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,218,3200,697600
17756_2017_hybrid,17756,MOLECULAR THERAPY-NUCLEIC ACIDS,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,159,3200,508800
22466_2017_hybrid,22466,Science of the Total Environment,Elsevier,2017,hybrid,NATURAL SCIENCES,131,3200,419200
18923_2018_hybrid,18923,Oncogene,Springer-Nature,2018,hybrid,NATURAL SCIENCES,114,3200,364800
17755_2018_gold,17755,MOLECULAR THERAPY-METHODS & CLINICAL DEVELOPMENT,Elsevier,2018,gold,MEDICAL AND HEALTH SCIENCES,107,3200,342400
17755_2017_gold,17755,MOLECULAR THERAPY-METHODS & CLINICAL DEVELOPMENT,Elsevier,2017,gold,MEDICAL AND HEALTH SCIENCES,77,3200,246400
22985_2017_hybrid,22985,Social Science & Medicine,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,77,3200,246400
17754_2018_hybrid,17754,Molecular Therapy,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,73.33333333,3200,234666.6667
17754_2018_hybrid,17754,Molecular Therapy,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,73.33333333,3200,234666.6667
17754_2018_hybrid,17754,Molecular Therapy,Elsevier,2018,hybrid,NATURAL SCIENCES,73.33333333,3200,234666.6667
22985_2016_hybrid,22985,Social Science & Medicine,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,73,3200,233600
17754_2017_hybrid,17754,Molecular Therapy,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,72,3200,230400
17754_2017_hybrid,17754,Molecular Therapy,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,72,3200,230400
17754_2017_hybrid,17754,Molecular Therapy,Elsevier,2017,hybrid,NATURAL SCIENCES,72,3200,230400
9480_2018_hybrid,9480,Health Policy,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,54,3200,172800
494_2018_hybrid,494,Addiction,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,47,3200,150400
4651_2017_hybrid,4651,Chemosphere,Elsevier,2017,hybrid,NATURAL SCIENCES,47,3200,150400
18332_2018_hybrid,18332,Neuropsychopharmacology,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,46,3200,147200
2684_2018_hybrid,2684,Atherosclerosis,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,44,3200,140800
16739_2016_hybrid,16739,Magnetic Resonance in Medicine,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,43,3200,137600
5750_2018_hybrid,5750,Contraception,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,42,3200,134400
7578_2017_hybrid,7578,Environmental Science & Policy,Elsevier,2017,hybrid,NATURAL SCIENCES,39,3200,124800
18923_2018_hybrid,18923,Oncogene,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,38,3200,121600
7566_2017_hybrid,7566,Environmental Pollution,Elsevier,2017,hybrid,NATURAL SCIENCES,37,3200,118400
3247_2017_hybrid,3247,Biological Conservation,Elsevier,2017,hybrid,NATURAL SCIENCES,35,3200,112000
16862_2017_hybrid,16862,Marine Pollution Bulletin,Elsevier,2017,hybrid,NATURAL SCIENCES,35,3200,112000
20238_2018_hybrid,20238,Preventive Veterinary Medicine,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,34,3200,108800
13051_2018_hybrid,13051,Journal of Affective Disorders,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,34,3200,108800
17757_2017_gold,17757,Molecular Therapy-Oncolytics,Elsevier,2017,gold,MEDICAL AND HEALTH SCIENCES,33,3200,105600
16070_2016_hybrid,16070,Kidney International,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,33,3200,105600
494_2016_hybrid,494,Addiction,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,32,3200,102400
14394_2017_hybrid,14394,Journal of Investigative Dermatology,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,31,3200,99200
16680_2018_hybrid,16680,Lung Cancer,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,31,3200,99200
1285_2018_hybrid,1285,American Journal of Cardiology,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,31,3200,99200
4273_2018_hybrid,4273,Cancer Treatment Reviews,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,31,3200,99200
16070_2015_hybrid,16070,Kidney International,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,29,3200,92800
14394_2018_hybrid,14394,Journal of Investigative Dermatology,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,28,3200,89600
16070_2017_hybrid,16070,Kidney International,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,28,3200,89600
17757_2018_gold,17757,Molecular Therapy-Oncolytics,Elsevier,2018,gold,MEDICAL AND HEALTH SCIENCES,28,3200,89600
16070_2018_hybrid,16070,Kidney International,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,28,3200,89600
17858_2017_hybrid,17858,Mucosal Immunology,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,26,3200,83200
6965_2017_hybrid,6965,Ecological Indicators,Elsevier,2017,hybrid,NATURAL SCIENCES,26,3200,83200
494_2017_hybrid,494,Addiction,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,25,3200,80000
14394_2016_hybrid,14394,Journal of Investigative Dermatology,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,25,3200,80000
4257_2017_hybrid,4257,Cancer Letters,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,25,3200,80000
6777_2018_hybrid,6777,Drug and Alcohol Dependence,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,25,3200,80000
5676_2018_hybrid,5676,Construction and Building Materials,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,24,3200,76800
9571_2017_hybrid,9571,Heredity,Springer-Nature,2017,hybrid,NATURAL SCIENCES,23,3200,73600
6577_2018_hybrid,6577,Diabetes Research and Clinical Practice,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,23,3200,73600
1260_2018_hybrid,1260,American Heart Journal,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,23,3200,73600
19431_2018_hybrid,19431,Pediatric Research,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,22,3200,70400
17858_2016_hybrid,17858,Mucosal Immunology,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,22,3200,70400
13895_2017_hybrid,13895,Journal of Environmental Management,Elsevier,2017,hybrid,NATURAL SCIENCES,22,3200,70400
8403_2017_hybrid,8403,Field Crops Research,Elsevier,2017,hybrid,AGRICULTURAL SCIENCES,22,3200,70400
11658_2018_hybrid,11658,International Journal of Applied Earth Observation and Geoinformation,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,21,3200,67200
6388_2018_hybrid,6388,Deep-sea Research Part Ii-topical Studies in Oceanography,Elsevier,2018,hybrid,NATURAL SCIENCES,21,3200,67200
9023_2018_hybrid,9023,Geoderma,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,20,3200,64000
22608_2018_hybrid,22608,Seminars in Cancer Biology,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,20,3200,64000
9571_2016_hybrid,9571,Heredity,Springer-Nature,2016,hybrid,NATURAL SCIENCES,20,3200,64000
9571_2015_hybrid,9571,Heredity,Springer-Nature,2015,hybrid,NATURAL SCIENCES,20,3200,64000
14502_2016_hybrid,14502,Journal of Magnetic Resonance Imaging,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,19,3200,60800
25167_2018_hybrid,25167,Veterinary Parasitology,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,17,3200,54400
17858_2015_hybrid,17858,Mucosal Immunology,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,17,3200,54400
25167_2018_hybrid,25167,Veterinary Parasitology,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,17,3200,54400
3737_2018_hybrid,3737,British Journal of Anaesthesia,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,17,3200,54400
19318_2018_hybrid,19318,Parasite Immunology,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,16,3200,51200
21566_2018_hybrid,21566,Resuscitation,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,16,3200,51200
20933_2018_hybrid,20933,Psychoneuroendocrinology,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,16,3200,51200
19431_2017_hybrid,19431,Pediatric Research,Springer-Nature,2017,hybrid,MEDICAL AND HEALTH SCIENCES,16,3200,51200
7572_2017_hybrid,7572,Environmental Research,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,15.5,3200,49600
7572_2017_hybrid,7572,Environmental Research,Elsevier,2017,hybrid,NATURAL SCIENCES,15.5,3200,49600
23079_2018_hybrid,23079,Sociology of Health & Illness,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,15.33333333,3200,49066.66667
3737_2017_hybrid,3737,British Journal of Anaesthesia,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,14,3200,44800
18836_2017_hybrid,18836,Ocean Modelling,Elsevier,2017,hybrid,NATURAL SCIENCES,14,3200,44800
19915_2018_hybrid,19915,Plant Science,Elsevier,2018,hybrid,NATURAL SCIENCES,14,3200,44800
8085_2017_hybrid,8085,European Polymer Journal,Elsevier,2017,hybrid,NATURAL SCIENCES,14,3200,44800
2592_2018_hybrid,2592,Asia-Pacific Journal of Clinical Oncology,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,13,3200,41600
13662_2018_hybrid,13662,Journal of Cosmetic Dermatology,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,13,3200,41600
23107_2017_hybrid,23107,Soil Biology & Biochemistry,Elsevier,2017,hybrid,AGRICULTURAL SCIENCES,13,3200,41600
22606_2017_hybrid,22606,Seminars in Arthritis and Rheumatism,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,13,3200,41600
23079_2017_hybrid,23079,Sociology of Health & Illness,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,12.66666667,3200,40533.33333
5014_2018_hybrid,5014,Clinical Microbiology and Infection,Elsevier,2018,hybrid,NATURAL SCIENCES,12,3200,38400
10851_2017_hybrid,10851,Industrial Crops and Products,Elsevier,2017,hybrid,AGRICULTURAL SCIENCES,12,3200,38400
13608_2018_hybrid,13608,Journal of Computer Assisted Learning,Wiley,2018,hybrid,SOCIAL SCIENCES,12,3200,38400
5014_2018_hybrid,5014,Clinical Microbiology and Infection,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,12,3200,38400
19431_2016_hybrid,19431,Pediatric Research,Springer-Nature,2016,hybrid,MEDICAL AND HEALTH SCIENCES,12,3200,38400
19329_2018_hybrid,19329,Parkinsonism & Related Disorders,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,12,3200,38400
6389_2017_hybrid,6389,Deep-sea Research Part I-oceanographic Research Papers,Elsevier,2017,hybrid,NATURAL SCIENCES,12,3200,38400
5536_2018_hybrid,5536,Computers & Geosciences,Elsevier,2018,hybrid,NATURAL SCIENCES,11,3200,35200
15133_2018_hybrid,15133,Journal of Psychiatric Research,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,11,3200,35200
20960_2018_hybrid,20960,Public Administration,Wiley,2018,hybrid,SOCIAL SCIENCES,11,3200,35200
23525_2018_hybrid,23525,Strategic Management Journal,Wiley,2018,hybrid,SOCIAL SCIENCES,10,3200,32000
22894_2018_hybrid,22894,Sleep Medicine,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,10,3200,32000
16203_2018_hybrid,16203,Laboratory Investigation,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,9,3200,28800
6513_2017_hybrid,6513,Developmental Science,Wiley,2017,hybrid,SOCIAL SCIENCES,9,3200,28800
19431_2015_hybrid,19431,Pediatric Research,Springer-Nature,2015,hybrid,MEDICAL AND HEALTH SCIENCES,9,3200,28800
3737_2016_hybrid,3737,British Journal of Anaesthesia,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,9,3200,28800
16950_2018_hybrid,16950,Materials Science and Engineering A-structural Materials Properties Microstructure and Processing,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,8,3200,25600
11942_2018_hybrid,11942,International Journal of Medical Informatics,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,8,3200,25600
5853_2017_hybrid,5853,Corrosion Science,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,8,3200,25600
13098_2018_hybrid,13098,Journal of Alloys and Compounds,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,8,3200,25600
20082_2017_hybrid,20082,Polymer,Elsevier,2017,hybrid,NATURAL SCIENCES,8,3200,25600
4016_2018_hybrid,4016,Business Strategy and the Environment,Wiley,2018,hybrid,SOCIAL SCIENCES,8,3200,25600
23079_2018_hybrid,23079,Sociology of Health & Illness,Wiley,2018,hybrid,SOCIAL SCIENCES,7.666666667,3200,24533.33333
13195_2018_hybrid,13195,Journal of Applied Research in Intellectual Disabilities,Wiley,2018,hybrid,SOCIAL SCIENCES,7.5,3200,24000
13195_2018_hybrid,13195,Journal of Applied Research in Intellectual Disabilities,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,7.5,3200,24000
4405_2017_hybrid,4405,Cell Calcium,Elsevier,2017,hybrid,NATURAL SCIENCES,7,3200,22400
14532_2018_hybrid,14532,Journal of Marine Systems,Elsevier,2018,hybrid,NATURAL SCIENCES,7,3200,22400
17645_2018_hybrid,17645,Modern Pathology,Springer-Nature,2018,hybrid,MEDICAL AND HEALTH SCIENCES,7,3200,22400
23959_2018_hybrid,23959,Surgery,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,7,3200,22400
8613_2018_hybrid,8613,Forensic Science International-genetics,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,7,3200,22400
8613_2018_hybrid,8613,Forensic Science International-genetics,Elsevier,2018,hybrid,NATURAL SCIENCES,7,3200,22400
23079_2017_hybrid,23079,Sociology of Health & Illness,Wiley,2017,hybrid,SOCIAL SCIENCES,6.333333333,3200,20266.66667
10851_2018_hybrid,10851,Industrial Crops and Products,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,6,3200,19200
17046_2018_hybrid,17046,Maturitas,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,6,3200,19200
23546_2018_hybrid,23546,Structural Control & Health Monitoring,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,6,3200,19200
23944_2018_hybrid,23944,Surface and Interface Analysis,Wiley,2018,hybrid,NATURAL SCIENCES,6,3200,19200
12870_2017_hybrid,12870,JCMS-JOURNAL OF COMMON MARKET STUDIES,Wiley,2017,hybrid,SOCIAL SCIENCES,5,3200,16000
22879_2018_hybrid,22879,Skin Research and Technology,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,5,3200,16000
17475_2017_hybrid,17475,Milbank Quarterly,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,5,3200,16000
3437_2017_hybrid,3437,Birth Defects Research,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,5,3200,16000
3437_2017_hybrid,3437,Birth Defects Research,Wiley,2017,hybrid,NATURAL SCIENCES,5,3200,16000
12870_2018_hybrid,12870,JCMS-JOURNAL OF COMMON MARKET STUDIES,Wiley,2018,hybrid,SOCIAL SCIENCES,5,3200,16000
3737_2015_hybrid,3737,British Journal of Anaesthesia,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,5,3200,16000
5531_2018_hybrid,5531,Computers & Chemical Engineering,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,4.5,3200,14400
3437_2018_hybrid,3437,Birth Defects Research,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,4.5,3200,14400
3437_2018_hybrid,3437,Birth Defects Research,Wiley,2018,hybrid,NATURAL SCIENCES,4.5,3200,14400
5531_2018_hybrid,5531,Computers & Chemical Engineering,Elsevier,2018,hybrid,NATURAL SCIENCES,4.5,3200,14400
17475_2018_hybrid,17475,Milbank Quarterly,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,4,3200,12800
11942_2018_hybrid,11942,International Journal of Medical Informatics,Elsevier,2018,hybrid,NATURAL SCIENCES,4,3200,12800
13098_2018_hybrid,13098,Journal of Alloys and Compounds,Elsevier,2018,hybrid,NATURAL SCIENCES,4,3200,12800
14642_2018_hybrid,14642,Journal of Metamorphic Geology,Wiley,2018,hybrid,NATURAL SCIENCES,4,3200,12800
14892_2017_hybrid,14892,Journal of Organizational Behavior,Wiley,2017,hybrid,SOCIAL SCIENCES,4,3200,12800
13276_2017_hybrid,13276,Journal of Behavioral Decision Making,Wiley,2017,hybrid,SOCIAL SCIENCES,4,3200,12800
4016_2017_hybrid,4016,Business Strategy and the Environment,Wiley,2017,hybrid,SOCIAL SCIENCES,4,3200,12800
23525_2017_hybrid,23525,Strategic Management Journal,Wiley,2017,hybrid,SOCIAL SCIENCES,4,3200,12800
2592_2017_hybrid,2592,Asia-Pacific Journal of Clinical Oncology,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,4,3200,12800
8576_2018_hybrid,8576,Food Quality and Preference,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,3.5,3200,11200
