sourceid-year-oa,source_id,journal_name,parent_publisher,pub_year,oa_status,oecd_major,n_dois,apc_lower,apc_total
4513_2017_hybrid,4513,Cereal Chemistry,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
4513_2018_hybrid,4513,Cereal Chemistry,Wiley,2018,hybrid,NATURAL SCIENCES,1,2500,2500
4574_2015_hybrid,4574,Chemical Biology & Drug Design,Wiley,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
5056_2016_hybrid,5056,Clinical Radiology,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
5504_2015_hybrid,5504,Computer Methods and Programs in Biomedicine,Elsevier,2015,hybrid,NATURAL SCIENCES,1,2500,2500
5528_2018_hybrid,5528,Computerized Medical Imaging and Graphics,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
7426_2017_hybrid,7426,Engineering Failure Analysis,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
7429_2016_hybrid,7429,Engineering Geology,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
7524_2015_hybrid,7524,Environmental Development,Elsevier,2015,hybrid,NATURAL SCIENCES,1,2500,2500
7972_2015_hybrid,7972,European Journal of Mechanics B-fluids,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
9144_2018_hybrid,9144,Geotextiles and Geomembranes,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
2306_2016_hybrid,2306,Archives of Medical Research,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
2458_2016_hybrid,2458,Artificial Intelligence in Medicine,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
2738_2017_hybrid,2738,Austral Entomology,Wiley,2017,hybrid,NATURAL SCIENCES,1,2500,2500
3752_2017_hybrid,3752,British Journal of Educational Psychology,Wiley,2017,hybrid,SOCIAL SCIENCES,1,2500,2500
3766_2018_hybrid,3766,British Journal of Learning Disabilities,Wiley,2018,hybrid,SOCIAL SCIENCES,1,2500,2500
4574_2016_hybrid,4574,Chemical Biology & Drug Design,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
6967_2017_hybrid,6967,Ecological Management & Restoration,Wiley,2017,hybrid,NATURAL SCIENCES,1,2500,2500
8031_2017_hybrid,8031,European Journal of Social Psychology,Wiley,2017,hybrid,SOCIAL SCIENCES,1,2500,2500
8448_2015_hybrid,8448,Fire Safety Journal,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
8448_2018_hybrid,8448,Fire Safety Journal,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
19991_2015_hybrid,19991,Polar Science,Elsevier,2015,hybrid,NATURAL SCIENCES,1,2500,2500
22631_2017_hybrid,22631,Seminars in Pediatric Surgery,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
23104_2015_hybrid,23104,Soil & Tillage Research,Elsevier,2015,hybrid,AGRICULTURAL SCIENCES,1,2500,2500
23568_2017_hybrid,23568,Structures,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
23958_2016_hybrid,23958,Surgeon-journal of The Royal Colleges of Surgeons of Edinburgh and Ireland,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
23979_2015_hybrid,23979,Survey of Ophthalmology,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
25572_2017_hybrid,25572,World Englishes,Wiley,2017,hybrid,HUMANITIES,1,2500,2500
18758_2015_hybrid,18758,Nurse Education Today,Elsevier,2015,hybrid,SOCIAL SCIENCES,1,2500,2500
19049_2016_hybrid,19049,Orbis Litterarum,Wiley,2016,hybrid,HUMANITIES,1,2500,2500
19180_2017_hybrid,19180,Pacific Philosophical Quarterly,Wiley,2017,hybrid,HUMANITIES,1,2500,2500
19208_2015_hybrid,19208,Pain Management Nursing,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
19489_2018_hybrid,19489,Periodontology 2000,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
21316_2017_hybrid,21316,Regulation & Governance,Wiley,2017,hybrid,SOCIAL SCIENCES,1,2500,2500
23927_2018_hybrid,23927,Superlattices and Microstructures,Elsevier,2018,hybrid,NATURAL SCIENCES,1,2500,2500
18743_2017_hybrid,18743,Numerical Linear Algebra with Applications,Wiley,2017,hybrid,NATURAL SCIENCES,1,2500,2500
19049_2018_hybrid,19049,Orbis Litterarum,Wiley,2018,hybrid,HUMANITIES,1,2500,2500
19531_2018_hybrid,19531,Perspectives in Psychiatric Care,Wiley,2018,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
19668_2018_hybrid,19668,Philosophy & Public Affairs,Wiley,2018,hybrid,SOCIAL SCIENCES,1,2500,2500
19678_2016_hybrid,19678,Philosophy Compass,Wiley,2016,hybrid,HUMANITIES,1,2500,2500
19815_2017_hybrid,19815,Physiological and Molecular Plant Pathology,Elsevier,2017,hybrid,NATURAL SCIENCES,1,2500,2500
24708_2017_hybrid,24708,Transportation Geotechnics,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
11091_2015_hybrid,11091,Intensive and Critical Care Nursing,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
14388_2017_hybrid,14388,Journal of Interventional Cardiology,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
15273_2016_hybrid,15273,Journal of Sea Research,Elsevier,2016,hybrid,NATURAL SCIENCES,1,2500,2500
15346_2018_hybrid,15346,Journal of South American Earth Sciences,Elsevier,2018,hybrid,NATURAL SCIENCES,1,2500,2500
16103_2016_hybrid,16103,Knee,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
17098_2018_hybrid,17098,Mechanism and Machine Theory,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
17430_2015_hybrid,17430,Microporous and Mesoporous Materials,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
18159_2016_hybrid,18159,NAVIGATION-JOURNAL OF THE INSTITUTE OF NAVIGATION,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
635_2018_hybrid,635,Advances in Chronic Kidney Disease,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
2096_2015_hybrid,2096,Applied Nursing Research,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
2101_2017_hybrid,2101,Applied Organometallic Chemistry,Wiley,2017,hybrid,NATURAL SCIENCES,1,2500,2500
2554_2017_hybrid,2554,Asian Journal of Control,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
2651_2017_hybrid,2651,Astronomische Nachrichten,Wiley,2017,hybrid,NATURAL SCIENCES,1,2500,2500
3012_2016_hybrid,3012,Behavioral Sciences & the Law,Wiley,2016,hybrid,SOCIAL SCIENCES,1,2500,2500
3091_2015_hybrid,3091,Best Practice & Research Clinical Haematology,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
5461_2017_hybrid,5461,Computational Intelligence,Wiley,2017,hybrid,NATURAL SCIENCES,1,2500,2500
6230_2017_hybrid,6230,Current Problems in Cancer,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
6966_2017_hybrid,6966,Ecological Informatics,Elsevier,2017,hybrid,NATURAL SCIENCES,1,2500,2500
7514_2015_hybrid,7514,Environmental and Experimental Botany,Elsevier,2015,hybrid,NATURAL SCIENCES,1,2500,2500
8440_2016_hybrid,8440,Finite Elements in Analysis and Design,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
9543_2016_hybrid,9543,Helvetica Chimica Acta,Wiley,2016,hybrid,NATURAL SCIENCES,1,2500,2500
338_2016_hybrid,338,Acta Oecologica-international Journal of Ecology,Elsevier,2016,hybrid,NATURAL SCIENCES,1,2500,2500
2527_2017_hybrid,2527,Asia Pacific Viewpoint,Wiley,2017,hybrid,SOCIAL SCIENCES,1,2500,2500
3093_2018_hybrid,3093,BEST PRACTICE & RESEARCH IN CLINICAL RHEUMATOLOGY,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
3589_2017_hybrid,3589,Boreas,Wiley,2017,hybrid,NATURAL SCIENCES,1,2500,2500
3752_2018_hybrid,3752,British Journal of Educational Psychology,Wiley,2018,hybrid,SOCIAL SCIENCES,1,2500,2500
5246_2018_hybrid,5246,Coloration Technology,Wiley,2018,hybrid,NATURAL SCIENCES,1,2500,2500
6874_2016_hybrid,6874,Early Human Development,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
9024_2018_hybrid,9024,Geoderma Regional,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,1,2500,2500
18746_2018_hybrid,18746,Numerical Methods for Partial Differential Equations,Wiley,2018,hybrid,NATURAL SCIENCES,1,2500,2500
18772_2015_hybrid,18772,Nursing Outlook,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
19815_2015_hybrid,19815,Physiological and Molecular Plant Pathology,Elsevier,2015,hybrid,NATURAL SCIENCES,1,2500,2500
21470_2016_hybrid,21470,Research in Nursing & Health,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
23958_2017_hybrid,23958,Surgeon-journal of The Royal Colleges of Surgeons of Edinburgh and Ireland,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
20917_2017_hybrid,20917,Psychology in the Schools,Wiley,2017,hybrid,SOCIAL SCIENCES,1,2500,2500
695_2017_hybrid,695,Advances in Engineering Software,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
1357_2016_hybrid,1357,American Journal of Otolaryngology,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
2449_2015_hybrid,2449,ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
2458_2018_hybrid,2458,Artificial Intelligence in Medicine,Elsevier,2018,hybrid,NATURAL SCIENCES,1,2500,2500
3092_2015_hybrid,3092,Best Practice & Research Clinical Obstetrics & Gynaecology,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
3396_2015_hybrid,3396,Biosystems Engineering,Elsevier,2015,hybrid,AGRICULTURAL SCIENCES,1,2500,2500
3907_2017_hybrid,3907,Bulletin of Latin American Research,Wiley,2017,hybrid,SOCIAL SCIENCES,1,2500,2500
5528_2018_hybrid,5528,Computerized Medical Imaging and Graphics,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
8600_2016_hybrid,8600,Foot and Ankle Surgery,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
8926_2018_hybrid,8926,Gender and History,Wiley,2018,hybrid,HUMANITIES,1,2500,2500
9509_2017_hybrid,9509,Heart & Lung,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
21228_2017_hybrid,21228,Ratio,Wiley,2017,hybrid,HUMANITIES,1,2500,2500
23077_2018_hybrid,23077,Sociology Compass,Wiley,2018,hybrid,SOCIAL SCIENCES,1,2500,2500
23455_2017_hybrid,23455,Stat,Wiley,2017,hybrid,NATURAL SCIENCES,1,2500,2500
23927_2017_hybrid,23927,Superlattices and Microstructures,Elsevier,2017,hybrid,NATURAL SCIENCES,1,2500,2500
23973_2016_hybrid,23973,Surgical Oncology-oxford,Elsevier,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
24416_2015_hybrid,24416,Thin-Walled Structures,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
25767_2015_hybrid,25767,Zeitschrift fur Medizinische Physik,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
24000_2018_hybrid,24000,Sustainable Energy Technologies and Assessments,Elsevier,2018,hybrid,NATURAL SCIENCES,1,2500,2500
19705_2016_hybrid,19705,Photodermatology Photoimmunology & Photomedicine,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
19991_2018_hybrid,19991,Polar Science,Elsevier,2018,hybrid,NATURAL SCIENCES,1,2500,2500
20914_2018_hybrid,20914,Psychology and Psychotherapy-theory Research and Practice,Wiley,2018,hybrid,SOCIAL SCIENCES,1,2500,2500
23958_2015_hybrid,23958,Surgeon-journal of The Royal Colleges of Surgeons of Edinburgh and Ireland,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
24000_2016_hybrid,24000,Sustainable Energy Technologies and Assessments,Elsevier,2016,hybrid,NATURAL SCIENCES,1,2500,2500
24416_2016_hybrid,24416,Thin-Walled Structures,Elsevier,2016,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
985_2017_hybrid,985,Aggressive Behavior,Wiley,2017,hybrid,SOCIAL SCIENCES,1,2500,2500
1927_2018_hybrid,1927,Anthropocene,Elsevier,2018,hybrid,NATURAL SCIENCES,1,2500,2500
2519_2018_hybrid,2519,Asia Pacific Journal of Human Resources,Wiley,2018,hybrid,SOCIAL SCIENCES,1,2500,2500
3895_2017_hybrid,3895,Bulletin of Economic Research,Wiley,2017,hybrid,SOCIAL SCIENCES,1,2500,2500
5528_2015_hybrid,5528,Computerized Medical Imaging and Graphics,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
5895_2018_hybrid,5895,Creativity and Innovation Management,Wiley,2018,hybrid,SOCIAL SCIENCES,1,2500,2500
7389_2015_hybrid,7389,Energy for Sustainable Development,Elsevier,2015,hybrid,NATURAL SCIENCES,1,2500,2500
7986_2018_hybrid,7986,European Journal of Oncology Nursing,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
4574_2015_hybrid,4574,Chemical Biology & Drug Design,Wiley,2015,hybrid,NATURAL SCIENCES,1,2500,2500
5386_2015_hybrid,5386,Complementary Therapies in Clinical Practice,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
5944_2017_hybrid,5944,Critical Quarterly,Wiley,2017,hybrid,HUMANITIES,1,2500,2500
19815_2018_hybrid,19815,Physiological and Molecular Plant Pathology,Elsevier,2018,hybrid,NATURAL SCIENCES,1,2500,2500
22667_2015_hybrid,22667,Separation and Purification Technology,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,1,2500,2500
23979_2017_hybrid,23979,Survey of Ophthalmology,Elsevier,2017,hybrid,MEDICAL AND HEALTH SCIENCES,1,2500,2500
23993_2016_hybrid,23993,Sustainable Cities and Society,Elsevier,2016,hybrid,NATURAL SCIENCES,0.888888889,2500,2222.222222
14038_2017_hybrid,14038,Journal of Food Process Engineering,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.75,2500,1875
14038_2018_hybrid,14038,Journal of Food Process Engineering,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.75,2500,1875
4071_2018_hybrid,4071,Calphad-computer Coupling of Phase Diagrams and Thermochemistry,Elsevier,2018,hybrid,NATURAL SCIENCES,0.75,2500,1875
23303_2015_hybrid,23303,Spatial Statistics,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.75,2500,1875
18028_2017_hybrid,18028,Nations and Nationalism,Wiley,2017,hybrid,HUMANITIES,0.75,2500,1875
4071_2017_hybrid,4071,Calphad-computer Coupling of Phase Diagrams and Thermochemistry,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.75,2500,1875
23303_2018_hybrid,23303,Spatial Statistics,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.75,2500,1875
23303_2017_hybrid,23303,Spatial Statistics,Elsevier,2017,hybrid,NATURAL SCIENCES,0.75,2500,1875
1616_2017_hybrid,1616,Animal Reproduction Science,Elsevier,2017,hybrid,AGRICULTURAL SCIENCES,0.666666667,2500,1666.666667
2458_2015_hybrid,2458,Artificial Intelligence in Medicine,Elsevier,2015,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
8620_2015_hybrid,8620,Forest Policy and Economics,Elsevier,2015,hybrid,SOCIAL SCIENCES,0.666666667,2500,1666.666667
9224_2017_hybrid,9224,GLOBAL CHANGE BIOLOGY BIOENERGY,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
15052_2017_hybrid,15052,Journal of Plant Nutrition and Soil Science,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,0.666666667,2500,1666.666667
14086_2017_hybrid,14086,Journal of Gene Medicine,Wiley,2017,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
23535_2017_hybrid,23535,Stress and Health,Wiley,2017,hybrid,SOCIAL SCIENCES,0.666666667,2500,1666.666667
12097_2018_hybrid,12097,International Journal of Robust and Nonlinear Control,Wiley,2018,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
2458_2015_hybrid,2458,Artificial Intelligence in Medicine,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.666666667,2500,1666.666667
5485_2018_hybrid,5485,Computer Applications in Engineering Education,Wiley,2018,hybrid,SOCIAL SCIENCES,0.666666667,2500,1666.666667
8242_2016_hybrid,8242,Experimental Thermal and Fluid Science,Elsevier,2016,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
25077_2018_hybrid,25077,Utilities Policy,Elsevier,2018,hybrid,SOCIAL SCIENCES,0.666666667,2500,1666.666667
11960_2015_hybrid,11960,International Journal of Mineral Processing,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
12097_2017_hybrid,12097,International Journal of Robust and Nonlinear Control,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
14211_2018_hybrid,14211,Journal of Historical Sociology,Wiley,2018,hybrid,SOCIAL SCIENCES,0.666666667,2500,1666.666667
9088_2018_hybrid,9088,Geomechanics for Energy and the Environment,Elsevier,2018,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
14086_2016_hybrid,14086,Journal of Gene Medicine,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
14211_2017_hybrid,14211,Journal of Historical Sociology,Wiley,2017,hybrid,SOCIAL SCIENCES,0.666666667,2500,1666.666667
9325_2017_hybrid,9325,Greenhouse Gases-Science and Technology,Wiley,2017,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
14086_2016_hybrid,14086,Journal of Gene Medicine,Wiley,2016,hybrid,MEDICAL AND HEALTH SCIENCES,0.666666667,2500,1666.666667
14086_2016_hybrid,14086,Journal of Gene Medicine,Wiley,2016,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
9088_2016_hybrid,9088,Geomechanics for Energy and the Environment,Elsevier,2016,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
14086_2017_hybrid,14086,Journal of Gene Medicine,Wiley,2017,hybrid,MEDICAL AND HEALTH SCIENCES,0.666666667,2500,1666.666667
2044_2015_hybrid,2044,Applied Clay Science,Elsevier,2015,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
2458_2015_hybrid,2458,Artificial Intelligence in Medicine,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
17520_2015_hybrid,17520,Minerals Engineering,Elsevier,2015,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
14086_2017_hybrid,14086,Journal of Gene Medicine,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
19027_2017_hybrid,19027,Optimal Control Applications & Methods,Wiley,2017,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
1616_2016_hybrid,1616,Animal Reproduction Science,Elsevier,2016,hybrid,AGRICULTURAL SCIENCES,0.666666667,2500,1666.666667
23535_2016_hybrid,23535,Stress and Health,Wiley,2016,hybrid,SOCIAL SCIENCES,0.666666667,2500,1666.666667
25077_2018_hybrid,25077,Utilities Policy,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
5485_2018_hybrid,5485,Computer Applications in Engineering Education,Wiley,2018,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
695_2015_hybrid,695,Advances in Engineering Software,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
695_2016_hybrid,695,Advances in Engineering Software,Elsevier,2016,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
1616_2018_hybrid,1616,Animal Reproduction Science,Elsevier,2018,hybrid,AGRICULTURAL SCIENCES,0.666666667,2500,1666.666667
2132_2017_hybrid,2132,Applied Stochastic Models in Business and Industry,Wiley,2017,hybrid,SOCIAL SCIENCES,0.666666667,2500,1666.666667
5550_2015_hybrid,5550,Computers and Geotechnics,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
20809_2018_hybrid,20809,Prostaglandins Leukotrienes and Essential Fatty Acids,Elsevier,2018,hybrid,MEDICAL AND HEALTH SCIENCES,0.666666667,2500,1666.666667
19027_2017_hybrid,19027,Optimal Control Applications & Methods,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
19027_2017_hybrid,19027,Optimal Control Applications & Methods,Wiley,2017,hybrid,SOCIAL SCIENCES,0.666666667,2500,1666.666667
20267_2015_hybrid,20267,Probabilistic Engineering Mechanics,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
25077_2018_hybrid,25077,Utilities Policy,Elsevier,2018,hybrid,NATURAL SCIENCES,0.666666667,2500,1666.666667
25463_2016_hybrid,25463,WIRELESS COMMUNICATIONS & MOBILE COMPUTING,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
5485_2018_hybrid,5485,Computer Applications in Engineering Education,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.666666667,2500,1666.666667
2097_2018_hybrid,2097,Applied Ocean Research,Elsevier,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
11172_2016_hybrid,11172,International Biodeterioration & Biodegradation,Elsevier,2016,hybrid,NATURAL SCIENCES,0.5,2500,1250
14288_2018_hybrid,14288,Journal of Industrial and Engineering Chemistry,Elsevier,2018,hybrid,NATURAL SCIENCES,0.5,2500,1250
16951_2017_hybrid,16951,Materials Science and Engineering B-advanced Functional Solid-state Materials,Elsevier,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
9007_2017_hybrid,9007,Geoarchaeology-an International Journal,Wiley,2017,hybrid,HUMANITIES,0.5,2500,1250
9347_2015_hybrid,9347,Growth Hormone & IGF Research,Elsevier,2015,hybrid,NATURAL SCIENCES,0.5,2500,1250
11172_2017_hybrid,11172,International Biodeterioration & Biodegradation,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
14288_2015_hybrid,14288,Journal of Industrial and Engineering Chemistry,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
14614_2018_hybrid,14614,Journal of Medical Primatology,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,0.5,2500,1250
15416_2017_hybrid,15416,Journal of Supercritical Fluids,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
25357_2018_hybrid,25357,Weed Biology and Management,Wiley,2018,hybrid,AGRICULTURAL SCIENCES,0.5,2500,1250
9144_2015_hybrid,9144,Geotextiles and Geomembranes,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
14288_2017_hybrid,14288,Journal of Industrial and Engineering Chemistry,Elsevier,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
4008_2017_hybrid,4008,BUSINESS ETHICS-A EUROPEAN REVIEW,Wiley,2017,hybrid,SOCIAL SCIENCES,0.5,2500,1250
5580_2016_hybrid,5580,Concepts in Magnetic Resonance Part A,Wiley,2016,hybrid,NATURAL SCIENCES,0.5,2500,1250
7057_2015_hybrid,7057,Ecotoxicology and Environmental Safety,Elsevier,2015,hybrid,NATURAL SCIENCES,0.5,2500,1250
12093_2016_hybrid,12093,International Journal of RF and Microwave Computer-Aided Engineering,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
15457_2017_hybrid,15457,Journal of Texture Studies,Wiley,2017,hybrid,AGRICULTURAL SCIENCES,0.5,2500,1250
16951_2017_hybrid,16951,Materials Science and Engineering B-advanced Functional Solid-state Materials,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
17451_2017_hybrid,17451,Microwave and Optical Technology Letters,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
19709_2017_hybrid,19709,Photogrammetric Record,Wiley,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
11172_2018_hybrid,11172,International Biodeterioration & Biodegradation,Elsevier,2018,hybrid,NATURAL SCIENCES,0.5,2500,1250
11984_2017_hybrid,11984,International Journal of Network Management,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
15287_2016_hybrid,15287,Journal of Sensory Studies,Wiley,2016,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
5504_2015_hybrid,5504,Computer Methods and Programs in Biomedicine,Elsevier,2015,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
8034_2018_hybrid,8034,European Journal of Soil Biology,Elsevier,2018,hybrid,NATURAL SCIENCES,0.5,2500,1250
8440_2017_hybrid,8440,Finite Elements in Analysis and Design,Elsevier,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
18231_2018_hybrid,18231,Networks,Wiley,2018,hybrid,SOCIAL SCIENCES,0.5,2500,1250
4513_2016_hybrid,4513,Cereal Chemistry,Wiley,2016,hybrid,NATURAL SCIENCES,0.5,2500,1250
4513_2018_hybrid,4513,Cereal Chemistry,Wiley,2018,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
4781_2016_hybrid,4781,Chirality,Wiley,2016,hybrid,NATURAL SCIENCES,0.5,2500,1250
5504_2015_hybrid,5504,Computer Methods and Programs in Biomedicine,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,2500,1250
11984_2017_hybrid,11984,International Journal of Network Management,Wiley,2017,hybrid,NATURAL SCIENCES,0.5,2500,1250
14288_2017_hybrid,14288,Journal of Industrial and Engineering Chemistry,Elsevier,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
16919_2016_hybrid,16919,Materials & Design,Elsevier,2016,hybrid,NATURAL SCIENCES,0.5,2500,1250
2097_2015_hybrid,2097,Applied Ocean Research,Elsevier,2015,hybrid,NATURAL SCIENCES,0.5,2500,1250
4071_2015_hybrid,4071,Calphad-computer Coupling of Phase Diagrams and Thermochemistry,Elsevier,2015,hybrid,NATURAL SCIENCES,0.5,2500,1250
5581_2017_hybrid,5581,Concepts in Magnetic Resonance Part B-magnetic Resonance Engineering,Wiley,2017,hybrid,ENGINEERING AND TECHNOLOGY,0.5,2500,1250
7057_2015_hybrid,7057,Ecotoxicology and Environmental Safety,Elsevier,2015,hybrid,MEDICAL AND HEALTH SCIENCES,0.5,2500,1250
